#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
03425 1500  2.3 -0.5  0.73 G5 pt ab sp 
03426 1500  2.3 -0.5  0.74 G5 pt ab sp 
03427 1500  2.3 -0.5  0.75 G5 pt ab sp 
03428 1500  2.3 -0.5  0.70 G5 pt ab sp 
03429 1500  2.3 -0.5  0.85 G5 pt ab sp _kink
03430 1500  2.3 -0.5  0.91 G5 pt ab sp _kink
03431 1500  2.3 -0.5  0.92 G5 pt ab sp _kink
03432 1500  2.3 -0.5  0.93 G5 pt ab sp _kink
03433 1500  2.3 -0.5  0.94 G5 pt ab sp _kink
03434 1500  2.3 -0.5  0.95 G5 pt ab sp 
03435 1500  2.3 -0.5  0.90 G5 pt ab sp _kink
03436 1500  2.3 -0.5  1.05 G5 pt ab sp 
03437 1500  2.3 -0.5  1.00 G5 pt ab sp 
03438 1500  2.3 -0.5  1.12 G5 pt ab sp 
03439 1500  2.3 -0.5  1.40 G5 pt ab sp 
03440 1500  2.3  0.0  0.35 G5 pt ab sp 
03441 1500  2.3  0.0  0.55 G5 pt ab sp 
03442 1500  2.3  0.0  0.71 G5 pt ab sp 
03443 1500  2.3  0.0  0.72 G5 pt ab sp 
03444 1500  2.3  0.0  0.73 G5 pt ab sp 
03445 1500  2.3  0.0  0.74 G5 pt ab sp 
03446 1500  2.3  0.0  0.75 G5 pt ab sp 
03447 1500  2.3  0.0  0.70 G5 pt ab sp 
03448 1500  2.3  0.0  0.85 G5 pt ab sp 
03449 1500  2.3  0.0  0.91 G5 pt ab sp 
03450 1500  2.3  0.0  0.92 G5 pt ab sp _kink
03451 1500  2.3  0.0  0.93 G5 pt ab sp _kink
03452 1500  2.3  0.0  0.94 G5 pt ab sp _kink
03453 1500  2.3  0.0  0.95 G5 pt ab sp _kink
03454 1500  2.3  0.0  0.90 G5 pt ab sp 
03455 1500  2.3  0.0  1.05 G5 pt ab sp _kink
03456 1500  2.3  0.0  1.00 G5 pt ab sp _kink
03457 1500  2.3  0.0  1.12 G5 pt ab sp 
03458 1500  2.3  0.0  1.40 G5 pt ab sp 
03459 1500  2.3  0.5  0.35 G5 pt ab sp 
03460 1500  2.3  0.5  0.55 G5 pt ab sp 
03461 1500  2.3  0.5  0.71 G5 pt ab sp 
03462 1500  2.3  0.5  0.72 G5 pt ab sp 
03463 1500  2.3  0.5  0.73 G5 pt ab sp 
03464 1500  2.3  0.5  0.74 G5 pt ab sp 
03465 1500  2.3  0.5  0.75 G5 pt ab sp 
03466 1500  2.3  0.5  0.70 G5 pt ab sp 
03467 1500  2.3  0.5  0.85 G5 pt ab sp 
03468 1500  2.3  0.5  0.91 G5 pt ab sp 
03469 1500  2.3  0.5  0.92 G5 pt ab sp 
03470 1500  2.3  0.5  0.93 G5 pt ab sp 
03471 1500  2.3  0.5  0.94 G5 pt ab sp 
03472 1500  2.3  0.5  0.95 G5 pt ab sp 
03473 1500  2.3  0.5  0.90 G5 pt ab sp 
03474 1500  2.3  0.5  1.05 G5 pt ab sp 
03475 1500  2.3  0.5  1.00 G5 pt ab sp 
03476 1500  2.3  0.5  1.12 G5 pt ab sp 
03477 1500  2.3  0.5  1.40 G5 pt ab sp 
03478 1500  2.3  1.0  0.35 G5 pt ab sp _t3000k
03479 1500  2.3  1.0  0.55 G5 pt ab sp 
03480 1500  2.3  1.0  0.71 G5 pt ab sp 
03481 1500  2.3  1.0  0.72 G5 pt ab sp 
03482 1500  2.3  1.0  0.73 G5 pt ab sp 
03483 1500  2.3  1.0  0.74 G5 pt ab sp 
03484 1500  2.3  1.0  0.75 G5 pt ab sp 
03485 1500  2.3  1.0  0.70 G5 pt ab sp 
03486 1500  2.3  1.0  0.85 G5 pt ab sp 
03487 1500  2.3  1.0  0.91 G5 pt ab sp 
03488 1500  2.3  1.0  0.92 G5 pt ab sp 
03489 1500  2.3  1.0  0.93 G5 pt ab sp 
03490 1500  2.3  1.0  0.94 G5 pt ab sp 
03491 1500  2.3  1.0  0.95 G5 pt ab sp 
03492 1500  2.3  1.0  0.90 G5 pt ab sp 
03493 1500  2.3  1.0  1.05 G5 pt ab sp 
03494 1500  2.3  1.0  1.00 G5 pt ab sp 
03495 1500  2.3  1.0  1.12 G5 pt ab sp 
03496 1500  2.3  1.0  1.40 G5 pt ab sp 
03497 1500  2.3  2.0  0.35 G5 pt ab sp _t3000k
03498 1500  2.3  2.0  0.55 G5 pt ab sp 
03499 1500  2.3  2.0  0.71 G5 pt ab sp 
03500 1500  2.3  2.0  0.72 G5 pt ab sp 
03501 1500  2.3  2.0  0.73 G5 pt ab sp 
03502 1500  2.3  2.0  0.74 G5 pt ab sp 
03503 1500  2.3  2.0  0.75 G5 pt ab sp 
03504 1500  2.3  2.0  0.70 G5 pt ab sp 
03505 1500  2.3  2.0  0.85 G5 pt ab sp 
03506 1500  2.3  2.0  0.91 G5 pt ab sp 
03507 1500  2.3  2.0  0.92 G5 pt ab sp 
03508 1500  2.3  2.0  0.93 G5 pt ab sp 
03509 1500  2.3  2.0  0.94 G5 pt ab sp 
03510 1500  2.3  2.0  0.95 G5 pt ab sp 
03511 1500  2.3  2.0  0.90 G5 pt ab sp 
03512 1500  2.3  2.0  1.05 G5 pt ab sp 
03513 1500  2.3  2.0  1.00 G5 pt ab sp 
03514 1500  2.3  2.0  1.12 G5 pt ab sp 
03515 1500  2.3  2.0  1.40 G5 pt ab sp 
03516 1500  3.0 -0.5  0.35 G5 pt ab sp 
03517 1500  3.0 -0.5  0.55 G5 pt ab sp 
03518 1500  3.0 -0.5  0.71 G5 pt ab sp 
03519 1500  3.0 -0.5  0.72 G5 pt ab sp 
03520 1500  3.0 -0.5  0.73 G5 pt ab sp 
03521 1500  3.0 -0.5  0.74 G5 pt ab sp 
03522 1500  3.0 -0.5  0.75 G5 pt ab sp 
03523 1500  3.0 -0.5  0.70 G5 pt ab sp 
03524 1500  3.0 -0.5  0.85 G5 pt ab sp _kink
03525 1500  3.0 -0.5  0.91 G5 pt ab sp _kink
03526 1500  3.0 -0.5  0.92 G5 pt ab sp _kink
03527 1500  3.0 -0.5  0.93 G5 pt ab sp _kink
03528 1500  3.0 -0.5  0.94 G5 pt ab sp _kink
03529 1500  3.0 -0.5  0.95 G5 pt ab sp 
03530 1500  3.0 -0.5  0.90 G5 pt ab sp _kink
03531 1500  3.0 -0.5  1.05 G5 pt ab sp 
03532 1500  3.0 -0.5  1.00 G5 pt ab sp 
03533 1500  3.0 -0.5  1.12 G5 pt ab sp 
03534 1500  3.0 -0.5  1.40 G5 pt ab sp 
03535 1500  3.0  0.0  0.35 G5 pt ab sp 
03536 1500  3.0  0.0  0.55 G5 pt ab sp 
03537 1500  3.0  0.0  0.71 G5 pt ab sp 
03538 1500  3.0  0.0  0.72 G5 pt ab sp 
03539 1500  3.0  0.0  0.73 G5 pt ab sp 
03540 1500  3.0  0.0  0.74 G5 pt ab sp 
03541 1500  3.0  0.0  0.75 G5 pt ab sp 
03542 1500  3.0  0.0  0.70 G5 pt ab sp 
03543 1500  3.0  0.0  0.85 G5 pt ab sp _kink
03544 1500  3.0  0.0  0.91 G5 pt ab sp _kink
03545 1500  3.0  0.0  0.92 G5 pt ab sp _kink
03546 1500  3.0  0.0  0.93 G5 pt ab sp _kink
03547 1500  3.0  0.0  0.94 G5 pt ab sp _kink
03548 1500  3.0  0.0  0.95 G5 pt ab sp _kink
03549 1500  3.0  0.0  0.90 G5 pt ab sp _kink
03550 1500  3.0  0.0  1.05 G5 pt ab sp _kink
03551 1500  3.0  0.0  1.00 G5 pt ab sp _kink
03552 1500  3.0  0.0  1.12 G5 pt ab sp 
03553 1500  3.0  0.0  1.40 G5 pt ab sp 
03554 1500  3.0  0.5  0.35 G5 pt ab sp 
03555 1500  3.0  0.5  0.55 G5 pt ab sp 
03556 1500  3.0  0.5  0.71 G5 pt ab sp 
03557 1500  3.0  0.5  0.72 G5 pt ab sp 
03558 1500  3.0  0.5  0.73 G5 pt ab sp 
03559 1500  3.0  0.5  0.74 G5 pt ab sp 
03560 1500  3.0  0.5  0.75 G5 pt ab sp 
03561 1500  3.0  0.5  0.70 G5 pt ab sp 
03562 1500  3.0  0.5  0.85 G5 pt ab sp 
03563 1500  3.0  0.5  0.91 G5 pt ab sp _kink
03564 1500  3.0  0.5  0.92 G5 pt ab sp _kink
03565 1500  3.0  0.5  0.93 G5 pt ab sp _kink
03566 1500  3.0  0.5  0.94 G5 pt ab sp 
03567 1500  3.0  0.5  0.95 G5 pt ab sp 
03568 1500  3.0  0.5  0.90 G5 pt ab sp _kink
03569 1500  3.0  0.5  1.05 G5 pt ab sp 
03570 1500  3.0  0.5  1.00 G5 pt ab sp 
03571 1500  3.0  0.5  1.12 G5 pt ab sp 
03572 1500  3.0  0.5  1.40 G5 pt ab sp 
03573 1500  3.0  1.0  0.35 G5 pt ab sp 
03574 1500  3.0  1.0  0.55 G5 pt ab sp 
03575 1500  3.0  1.0  0.71 G5 pt ab sp 
03576 1500  3.0  1.0  0.72 G5 pt ab sp 
03577 1500  3.0  1.0  0.73 G5 pt ab sp 
03578 1500  3.0  1.0  0.74 G5 pt ab sp 
03579 1500  3.0  1.0  0.75 G5 pt ab sp 
03580 1500  3.0  1.0  0.70 G5 pt ab sp 
03581 1500  3.0  1.0  0.85 G5 pt ab sp 
03582 1500  3.0  1.0  0.91 G5 pt ab sp 
03583 1500  3.0  1.0  0.92 G5 pt ab sp 
03584 1500  3.0  1.0  0.93 G5 pt ab sp 
03585 1500  3.0  1.0  0.94 G5 pt ab sp 
03586 1500  3.0  1.0  0.95 G5 pt ab sp 
03587 1500  3.0  1.0  0.90 G5 pt ab sp 
03588 1500  3.0  1.0  1.05 G5 pt ab sp 
03589 1500  3.0  1.0  1.00 G5 pt ab sp 
03590 1500  3.0  1.0  1.12 G5 pt ab sp 
03591 1500  3.0  1.0  1.40 G5 pt ab sp 
03592 1500  3.0  2.0  0.35 G5 pt ab sp 
03593 1500  3.0  2.0  0.55 G5 pt ab sp 
03594 1500  3.0  2.0  0.71 G5 pt ab sp 
03595 1500  3.0  2.0  0.72 G5 pt ab sp 
03596 1500  3.0  2.0  0.73 G5 pt ab sp 
03597 1500  3.0  2.0  0.74 G5 pt ab sp 
03598 1500  3.0  2.0  0.75 G5 pt ab sp 
03599 1500  3.0  2.0  0.70 G5 pt ab sp 
03600 1500  3.0  2.0  0.85 G5 pt ab sp 
03601 1500  3.0  2.0  0.91 G5 pt ab sp 
03602 1500  3.0  2.0  0.92 G5 pt ab sp 
03603 1500  3.0  2.0  0.93 G5 pt ab sp 
03604 1500  3.0  2.0  0.94 G5 pt ab sp 
03605 1500  3.0  2.0  0.95 G5 pt ab sp 
03606 1500  3.0  2.0  0.90 G5 pt ab sp 
03607 1500  3.0  2.0  1.05 G5 pt ab sp 
03608 1500  3.0  2.0  1.00 G5 pt ab sp 
03609 1500  3.0  2.0  1.12 G5 pt ab sp 
03610 1500  3.0  2.0  1.40 G5 pt ab sp 
03611 1500  4.0 -0.5  0.35 G5 pt ab sp 
03612 1500  4.0 -0.5  0.55 G5 pt ab sp 
03613 1500  4.0 -0.5  0.71 G5 pt ab sp 
03614 1500  4.0 -0.5  0.72 G5 pt ab sp 
03615 1500  4.0 -0.5  0.73 G5 pt ab sp 
03616 1500  4.0 -0.5  0.74 G5 pt ab sp 
03617 1500  4.0 -0.5  0.75 G5 pt ab sp 
03618 1500  4.0 -0.5  0.70 G5 pt ab sp 
03619 1500  4.0 -0.5  0.85 G5 pt ab sp _kink
03620 1500  4.0 -0.5  0.91 G5 pt ab sp 
03621 1500  4.0 -0.5  0.92 G5 pt ab sp 
03622 1500  4.0 -0.5  0.93 G5 pt ab sp 
03623 1500  4.0 -0.5  0.94 G5 pt ab sp 
03624 1500  4.0 -0.5  0.95 G5 pt ab sp 
03625 1500  4.0 -0.5  0.90 G5 pt ab sp 
03626 1500  4.0 -0.5  1.05 G5 pt ab sp 
03627 1500  4.0 -0.5  1.00 G5 pt ab sp 
03628 1500  4.0 -0.5  1.12 G5 pt ab sp 
03629 1500  4.0 -0.5  1.40 G5 pt ab sp 
03630 1500  4.0  0.0  0.35 G5 pt ab sp 
03631 1500  4.0  0.0  0.55 G5 pt ab sp 
03632 1500  4.0  0.0  0.71 G5 pt ab sp 
03633 1500  4.0  0.0  0.72 G5 pt ab sp 
03634 1500  4.0  0.0  0.73 G5 pt ab sp 
03635 1500  4.0  0.0  0.74 G5 pt ab sp 
03636 1500  4.0  0.0  0.75 G5 pt ab sp 
03637 1500  4.0  0.0  0.70 G5 pt ab sp 
03638 1500  4.0  0.0  0.85 G5 pt ab sp _kink
03639 1500  4.0  0.0  0.91 G5 pt ab sp _kink
03640 1500  4.0  0.0  0.92 G5 pt ab sp _kink_nconvergence_0.13
03641 1500  4.0  0.0  0.93 G5 pt ab sp _kink_nconvergence_0.1
03642 1500  4.0  0.0  0.94 G5 pt ab sp _kink
03643 1500  4.0  0.0  0.95 G5 pt ab sp 
03644 1500  4.0  0.0  0.90 G5 pt ab sp _kink
03645 1500  4.0  0.0  1.05 G5 pt ab sp 
03646 1500  4.0  0.0  1.00 G5 pt ab sp 
03647 1500  4.0  0.0  1.12 G5 pt ab sp 
03648 1500  4.0  0.0  1.40 G5 pt ab sp 
03649 1500  4.0  0.5  0.35 G5 pt ab sp 
03650 1500  4.0  0.5  0.55 G5 pt ab sp 
03651 1500  4.0  0.5  0.71 G5 pt ab sp 
03652 1500  4.0  0.5  0.72 G5 pt ab sp 
03653 1500  4.0  0.5  0.73 G5 pt ab sp 
03654 1500  4.0  0.5  0.74 G5 pt ab sp 
03655 1500  4.0  0.5  0.75 G5 pt ab sp 
03656 1500  4.0  0.5  0.70 G5 pt ab sp 
03657 1500  4.0  0.5  0.85 G5 pt ab sp _kink_nconvergence_0.15
03658 1500  4.0  0.5  0.91 G5 pt ab sp _kink_nconvergence_0.14
03659 1500  4.0  0.5  0.92 G5 pt ab sp _kink_nconvergence_0.14
03660 1500  4.0  0.5  0.93 G5 pt ab sp _kink_nconvergence_0.13
03661 1500  4.0  0.5  0.94 G5 pt ab sp _kink_nconvergence_0.14
03662 1500  4.0  0.5  0.95 G5 pt ab sp _kink_nconvergence_0.14
03663 1500  4.0  0.5  0.90 G5 pt ab sp _kink_nconvergence_0.14
03664 1500  4.0  0.5  1.05 G5 pt ab sp _kink
03665 1500  4.0  0.5  1.00 G5 pt ab sp _kink_nconvergence_0.15
03666 1500  4.0  0.5  1.12 G5 pt ab sp 
03667 1500  4.0  0.5  1.40 G5 pt ab sp 
03668 1500  4.0  1.0  0.35 G5 pt ab sp 
03669 1500  4.0  1.0  0.55 G5 pt ab sp 
03670 1500  4.0  1.0  0.71 G5 pt ab sp 
03671 1500  4.0  1.0  0.72 G5 pt ab sp 
03672 1500  4.0  1.0  0.73 G5 pt ab sp 
03673 1500  4.0  1.0  0.74 G5 pt ab sp 
03674 1500  4.0  1.0  0.75 G5 pt ab sp 
03675 1500  4.0  1.0  0.70 G5 pt ab sp 
03676 1500  4.0  1.0  0.85 G5 pt ab sp _kink_nconvergence_0.23
03677 1500  4.0  1.0  0.91 G5 pt ab sp _kink_nconvergence_0.22
03678 1500  4.0  1.0  0.92 G5 pt ab sp _kink_nconvergence_0.18
03679 1500  4.0  1.0  0.93 G5 pt ab sp _kink_nconvergence_0.21
03680 1500  4.0  1.0  0.94 G5 pt ab sp _kink_nconvergence_0.12
03681 1500  4.0  1.0  0.95 G5 pt ab sp _kink_nconvergence_0.21
03682 1500  4.0  1.0  0.90 G5 pt ab sp _kink_nconvergence_0.13
03683 1500  4.0  1.0  1.05 G5 pt ab sp _kink
03684 1500  4.0  1.0  1.00 G5 pt ab sp _kink_nconvergence_0.11
03685 1500  4.0  1.0  1.12 G5 pt ab sp 
03686 1500  4.0  1.0  1.40 G5 pt ab sp 
03687 1500  4.0  2.0  0.35 G5 pt ab sp 
03688 1500  4.0  2.0  0.55 G5 pt ab sp 
03689 1500  4.0  2.0  0.71 G5 pt ab sp 
03690 1500  4.0  2.0  0.72 G5 pt ab sp 
03691 1500  4.0  2.0  0.73 G5 pt ab sp 
03692 1500  4.0  2.0  0.74 G5 pt ab sp 
03693 1500  4.0  2.0  0.75 G5 pt ab sp _kink
03694 1500  4.0  2.0  0.70 G5 pt ab sp 
03695 1500  4.0  2.0  0.85 G5 pt ab sp 
03696 1500  4.0  2.0  0.91 G5 pt ab sp 
03697 1500  4.0  2.0  0.92 G5 pt ab sp 
03698 1500  4.0  2.0  0.93 G5 pt ab sp 
03699 1500  4.0  2.0  0.94 G5 pt ab sp 
03700 1500  4.0  2.0  0.95 G5 pt ab sp 
03701 1500  4.0  2.0  0.90 G5 pt ab sp 
03702 1500  4.0  2.0  1.05 G5 pt ab sp 
03703 1500  4.0  2.0  1.00 G5 pt ab sp 
03704 1500  4.0  2.0  1.12 G5 pt ab sp 
03705 1500  4.0  2.0  1.40 G5 pt ab sp 
03706 1500  5.0 -0.5  0.35 G5 pt ab sp 
03707 1500  5.0 -0.5  0.55 G5 pt ab sp 
03708 1500  5.0 -0.5  0.71 G5 pt ab sp 
03709 1500  5.0 -0.5  0.72 G5 pt ab sp 
03710 1500  5.0 -0.5  0.73 G5 pt ab sp 
03711 1500  5.0 -0.5  0.74 G5 pt ab sp 
03712 1500  5.0 -0.5  0.75 G5 pt ab sp 
03713 1500  5.0 -0.5  0.70 G5 pt ab sp 
03714 1500  5.0 -0.5  0.85 G5 pt ab sp _nconvergence_0.1
03715 1500  5.0 -0.5  0.91 G5 pt ab sp _nconvergence_0.14
03716 1500  5.0 -0.5  0.92 G5 pt ab sp _nconvergence_0.14
03717 1500  5.0 -0.5  0.93 G5 pt ab sp _nconvergence_0.14
03718 1500  5.0 -0.5  0.94 G5 pt ab sp _nconvergence_0.11
03719 1500  5.0 -0.5  0.95 G5 pt ab sp _nconvergence_0.11
03720 1500  5.0 -0.5  0.90 G5 pt ab sp _nconvergence_0.13
03721 1500  5.0 -0.5  1.05 G5 pt ab sp _nconvergence_0.1
03722 1500  5.0 -0.5  1.00 G5 pt ab sp _nconvergence_0.1
03723 1500  5.0 -0.5  1.12 G5 pt ab sp _nconvergence_0.1
03724 1500  5.0 -0.5  1.40 G5 pt ab sp 
03725 1500  5.0  0.0  0.35 G5 pt ab sp 
03726 1500  5.0  0.0  0.55 G5 pt ab sp 
03727 1500  5.0  0.0  0.71 G5 pt ab sp 
03728 1500  5.0  0.0  0.72 G5 pt ab sp 
03729 1500  5.0  0.0  0.73 G5 pt ab sp 
03730 1500  5.0  0.0  0.74 G5 pt ab sp 
03731 1500  5.0  0.0  0.75 G5 pt ab sp 
03732 1500  5.0  0.0  0.70 G5 pt ab sp 
03733 1500  5.0  0.0  0.85 G5 pt ab sp _nconvergence_0.13
03734 1500  5.0  0.0  0.91 G5 pt ab sp _nconvergence_0.16
03735 1500  5.0  0.0  0.92 G5 pt ab sp _nconvergence_0.17
03736 1500  5.0  0.0  0.93 G5 pt ab sp _nconvergence_0.15
03737 1500  5.0  0.0  0.94 G5 pt ab sp 
03738 1500  5.0  0.0  0.95 G5 pt ab sp 
03739 1500  5.0  0.0  0.90 G5 pt ab sp _nconvergence_0.15
03740 1500  5.0  0.0  1.05 G5 pt ab sp 
03741 1500  5.0  0.0  1.00 G5 pt ab sp 
03742 1500  5.0  0.0  1.12 G5 pt ab sp 
03743 1500  5.0  0.0  1.40 G5 pt ab sp 
03744 1500  5.0  0.5  0.35 G5 pt ab sp 
03745 1500  5.0  0.5  0.55 G5 pt ab sp 
03746 1500  5.0  0.5  0.71 G5 pt ab sp 
03747 1500  5.0  0.5  0.72 G5 pt ab sp 
03748 1500  5.0  0.5  0.73 G5 pt ab sp 
03749 1500  5.0  0.5  0.74 G5 pt ab sp 
03750 1500  5.0  0.5  0.75 G5 pt ab sp 
03751 1500  5.0  0.5  0.70 G5 pt ab sp 
03752 1500  5.0  0.5  0.85 G5 pt ab sp _nconvergence_0.14
03753 1500  5.0  0.5  0.91 G5 pt ab sp _nconvergence_0.15
03754 1500  5.0  0.5  0.92 G5 pt ab sp _nconvergence_0.2
03755 1500  5.0  0.5  0.93 G5 pt ab sp _nconvergence_0.17
03756 1500  5.0  0.5  0.94 G5 pt ab sp _nconvergence_0.18
03757 1500  5.0  0.5  0.95 G5 pt ab sp _nconvergence_0.19
03758 1500  5.0  0.5  0.90 G5 pt ab sp _nconvergence_0.14
03759 1500  5.0  0.5  1.05 G5 pt ab sp _nconvergence_0.12
03760 1500  5.0  0.5  1.00 G5 pt ab sp _nconvergence_0.18
03761 1500  5.0  0.5  1.12 G5 pt ab sp 
03762 1500  5.0  0.5  1.40 G5 pt ab sp 
03763 1500  5.0  1.0  0.35 G5 pt ab sp 
03764 1500  5.0  1.0  0.55 G5 pt ab sp 
03765 1500  5.0  1.0  0.71 G5 pt ab sp 
03766 1500  5.0  1.0  0.72 G5 pt ab sp 
03767 1500  5.0  1.0  0.73 G5 pt ab sp 
03768 1500  5.0  1.0  0.74 G5 pt ab sp 
03769 1500  5.0  1.0  0.75 G5 pt ab sp 
03770 1500  5.0  1.0  0.70 G5 pt ab sp 
03771 1500  5.0  1.0  0.85 G5 pt ab sp _nconvergence_0.19
03772 1500  5.0  1.0  0.91 G5 pt ab sp _nconvergence_0.2
03773 1500  5.0  1.0  0.92 G5 pt ab sp _nconvergence_0.23
03774 1500  5.0  1.0  0.93 G5 pt ab sp _nconvergence_0.23
03775 1500  5.0  1.0  0.94 G5 pt ab sp _kink_nconvergence_0.23
03776 1500  5.0  1.0  0.95 G5 pt ab sp _kink_nconvergence_0.24
03777 1500  5.0  1.0  0.90 G5 pt ab sp _nconvergence_0.19
03778 1500  5.0  1.0  1.05 G5 pt ab sp _kink_nconvergence_0.16
03779 1500  5.0  1.0  1.00 G5 pt ab sp _kink_nconvergence_0.25
03780 1500  5.0  1.0  1.12 G5 pt ab sp _kink
03781 1500  5.0  1.0  1.40 G5 pt ab sp 
03782 1500  5.0  2.0  0.35 G5 pt ab sp 
03783 1500  5.0  2.0  0.55 G5 pt ab sp 
03784 1500  5.0  2.0  0.71 G5 pt ab sp 
03785 1500  5.0  2.0  0.72 G5 pt ab sp 
03786 1500  5.0  2.0  0.73 G5 pt ab sp 
03787 1500  5.0  2.0  0.74 G5 pt ab sp 
03788 1500  5.0  2.0  0.75 G5 pt ab sp 
03789 1500  5.0  2.0  0.70 G5 pt ab sp 
03790 1500  5.0  2.0  0.85 G5 pt ab sp _kink_nconvergence_0.1
03791 1500  5.0  2.0  0.91 G5 pt ab sp _kink_nconvergence_0.11
03792 1500  5.0  2.0  0.92 G5 pt ab sp _kink_nconvergence_0.14
03793 1500  5.0  2.0  0.93 G5 pt ab sp _kink_nconvergence_0.14
03794 1500  5.0  2.0  0.94 G5 pt ab sp _kink_nconvergence_0.14
03795 1500  5.0  2.0  0.95 G5 pt ab sp _kink_nconvergence_0.14
03796 1500  5.0  2.0  0.90 G5 pt ab sp _kink_nconvergence_0.11
03797 1500  5.0  2.0  1.05 G5 pt ab sp _kink
03798 1500  5.0  2.0  1.00 G5 pt ab sp _kink
03799 1500  5.0  2.0  1.12 G5 pt ab sp 
03800 1500  5.0  2.0  1.40 G5 pt ab sp 
03801 1750  2.3 -0.5  0.35 G5 pt ab sp 
03802 1750  2.3 -0.5  0.55 G5 pt ab sp 
03803 1750  2.3 -0.5  0.71 G5 pt ab sp 
03804 1750  2.3 -0.5  0.72 G5 pt ab sp 
03805 1750  2.3 -0.5  0.73 G5 pt ab sp 
03806 1750  2.3 -0.5  0.74 G5 pt ab sp 
03807 1750  2.3 -0.5  0.75 G5 pt ab sp 
03808 1750  2.3 -0.5  0.70 G5 pt ab sp 
03809 1750  2.3 -0.5  0.85 G5 pt ab sp 
03810 1750  2.3 -0.5  0.91 G5 pt ab sp 
03811 1750  2.3 -0.5  0.92 G5 pt ab sp 
03812 1750  2.3 -0.5  0.93 G5 pt ab sp 
03813 1750  2.3 -0.5  0.94 G5 pt ab sp 
03814 1750  2.3 -0.5  0.95 G5 pt ab sp 
03815 1750  2.3 -0.5  0.90 G5 pt ab sp 
03816 1750  2.3 -0.5  1.05 G5 pt ab sp 
03817 1750  2.3 -0.5  1.00 G5 pt ab sp 
03818 1750  2.3 -0.5  1.12 G5 pt ab sp 
03819 1750  2.3 -0.5  1.40 G5 pt ab sp 
03820 1750  2.3  0.0  0.35 G5 pt ab sp _t3000k
03821 1750  2.3  0.0  0.55 G5 pt ab sp 
03822 1750  2.3  0.0  0.71 G5 pt ab sp 
03823 1750  2.3  0.0  0.72 G5 pt ab sp 
03824 1750  2.3  0.0  0.73 G5 pt ab sp 
03825 1750  2.3  0.0  0.74 G5 pt ab sp 
03826 1750  2.3  0.0  0.75 G5 pt ab sp 
03827 1750  2.3  0.0  0.70 G5 pt ab sp 
03828 1750  2.3  0.0  0.85 G5 pt ab sp 
03829 1750  2.3  0.0  0.91 G5 pt ab sp 
03830 1750  2.3  0.0  0.92 G5 pt ab sp 
03831 1750  2.3  0.0  0.93 G5 pt ab sp 
03832 1750  2.3  0.0  0.94 G5 pt ab sp 
03833 1750  2.3  0.0  0.95 G5 pt ab sp 
03834 1750  2.3  0.0  0.90 G5 pt ab sp 
